form,control,ctype,text,align,dock,anchor,match,port_hint,status,notes
ExtendedEditionDialogue,LbLibrary,?,"""&Library:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
ExtendedEditionDialogue,TxUserFolder,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
ExtendedEditionDialogue,BuUser,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
ExtendedEditionDialogue,TxLibrary,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
ExtendedEditionDialogue,BuLibrary,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
ExtendedEditionDialogue,SplitterLine2,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
ExtendedEditionDialogue,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
ExtendedEditionDialogue,BtSave,?,"""Save""",,,,strong,vaultkeeper/ui/dialogs/wizard_builder.py,AUTO-PORTED,
ExtendedEditionDialogue,MiStatus,?,"""Status""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
ExtendedEditionDialogue,BtCancel,?,"""Cancel""",,,,none,,GAP?,
ExtendedEditionDialogue,SplitterLine3,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
ExtendedEditionDialogue,LbHelp,?,"""The folder containing the executable files such as nwmain.exe (eg ..\bin\win32)."" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""This is usually determined after you specify the Library folder.""",,,,none,,GAP?,
FileConflictsViewer,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FileConflictsViewer,LpConflicts,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FileConflictsViewer,LvFiles,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
FileConflictsViewer,ColumnHeaderPlus1,?,"""Files""",,,,none,,GAP?,
FileConflictsViewer,LbFiles,?,"""Files""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FileConflictsViewer,LbMods,?,"""Mods""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FileConflictsViewer,LvMods,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/controller.py,AUTO-PORTED,
FileConflictsViewer,ColumnHeaderPlus2,?,"""Files""",,,,none,,GAP?,
FileConflictsViewer,SplitterLine2,?,,,,,none,,GAP?,
FileConflictsViewer,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
FileConflictsViewer,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FileConflictsViewer,BtClose,?,"""Close""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FileConflictsViewer,BtAll,?,"""All""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FileConflictsViewer,PbStatus,?,"""Progress""",,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FileConflictsViewer,BtInstalled,?,"""Installed""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FileConflictsViewer,BtSelected,?,"""Selected""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FileConflictsViewer,BgProcessModFiles,System.ComponentModel.BackgroundWorker,,,,,none,,GAP?,
FileConflictsViewer,TtInfo,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
FindDialogue,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FindDialogue,LbFind,?,"""&Find what:""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindDialogue,CbxFind,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindDialogue,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FindDialogue,BtClose,?,"""&Close""",,,,none,,GAP?,
FindDialogue,BtFindPrevious,?,"""&Previous""",,,,none,,GAP?,
FindDialogue,BtFindNext,?,"""Find &Next""",,,,none,,GAP?,
FindDialogue,LbInfo,?,"""Information text"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""lines""",,,CType(((System.Windows.Forms.AnchorStyles.Top Or System.Windows.Forms.AnchorStyles.Left) _,none,,GAP?,
FindDialogue,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
FindDialogue,LbOptions,?,"""Options:""",System.Drawing.ContentAlignment.TopRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindDialogue,CbMatchWord,?,"""Match &whole word only""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FindDialogue,CbMatchCase,?,"""M&atch case""",,,,none,,GAP?,
FindProfileFilesDialogue,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FindProfileFilesDialogue,LbFind,?,"""&Find what:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindProfileFilesDialogue,CbxFind,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindProfileFilesDialogue,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FindProfileFilesDialogue,BtClose,?,"""&Close""",,,,none,,GAP?,
FindProfileFilesDialogue,BtSelect,?,"""&Select""",,,,none,,GAP?,
FindProfileFilesDialogue,TsStatus,?,"""ToolStrip1""",,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/status_bar.py,AUTO-PORTED,
FindProfileFilesDialogue,LbFilesFoundHdg,?,"""Files Found:""",,,,none,,GAP?,
FindProfileFilesDialogue,LbFilesFound,?,"""None""",,,,none,,GAP?,
FindProfileFilesDialogue,MiStatus,?,"""Status info""",System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
FindProfileFilesDialogue,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
FindProfileFilesDialogue,LbOptions,?,"""Options:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
FindProfileFilesDialogue,CbMatchWord,?,"""Match &whole word only""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
FindProfileFilesDialogue,CbMatchCase,?,"""M&atch case""",,,,none,,GAP?,
FindProfileFilesDialogue,LvFound,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
FindProfileFilesDialogue,ChModName,?,"""Mod Name""",,,,none,,GAP?,
FindProfileFilesDialogue,ChFileName,?,"""File Name""",,,,none,,GAP?,
FindProfileFilesDialogue,ChFolder,?,"""Sub-Folder""",,,,none,,GAP?,
FindProfileFilesDialogue,CmDisplayInfo,?,"""Display Additional Info""",,,,none,,GAP?,
FindProfileFilesDialogue,CmProperties,?,"""&Properties""",,,,none,,GAP?,
FindProfileFilesDialogue,BgGetFiles,System.ComponentModel.BackgroundWorker,,,,,none,,GAP?,
FindProfileFilesDialogue,CmMenu,ContextMenuStrip,,,,,none,,GAP?,
GameManager,LpGameManager,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,LbGameSaves,?,"""Manage your game saves""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LpGameManagerHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,PicGameManager,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,LbGameManager,?,"""Play mods concurrently by switching between game save backups""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,TsActions,?,"""ToolStrip1""",,System.Windows.Forms.DockStyle.None,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
GameManager,TsCharacterSummary,?,"""ToolStripButton1""",,,,none,,GAP?,
GameManager,TsOpen,?,"""ToolStripButton1""",,,,none,,GAP?,
GameManager,BhGameManager,?,"""ToolStripButton1""",,,,strong,vaultkeeper/ui/dialogs/game_saves_manager.py,AUTO-PORTED,
GameManager,LbGameListHelp,?,"resources.GetString(""LbGameListHelp.Text"")",,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,LpGameManagerActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,BtClose,?,"""Close""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbSavedGames,?,"""Saved Games:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbSavedGamesCount,?,"""23""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,MgInfo,?,"""Status Info""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/ui/status_bar.py,AUTO-PORTED,
GameManager,LpGameList,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,TsGameManager,?,"""ToolStrip1""",,,,none,,GAP?,
GameManager,TsArchive,?,"""Red&uce""",,,,none,,GAP?,
GameManager,TsRestore,?,"""&Restore""",,,,none,,GAP?,
GameManager,TsActivate,?,"""&Activate""",,,,none,,GAP?,
GameManager,TsDeactivate,?,"""Deacti&vate""",,,,none,,GAP?,
GameManager,TsDelete,?,"""&Delete""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/quick_toolbar.py,AUTO-PORTED,
GameManager,TsFinished,?,"""&Finished""",,,,none,,GAP?,
GameManager,LvGames,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,ColumnHeaderPlus1,?,"""Saved Games""",,,,none,,GAP?,
GameManager,FvGameSaves,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,CmCharacterSummary,?,"""Display Character Summary""",,,,none,,GAP?,
GameManager,CmOpen,?,"""Open with File Explorer""",,,,none,,GAP?,
GameManager,SplitterLine2,?,,,,,none,,GAP?,
GameManager,LbLocation,?,"""Cave""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameManager,SpTotals,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameManager,SplitterLine3,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameManager,LpKeepCount,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,NudKeep,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/ui/dialogs/game_saves_manager.py,AUTO-PORTED,
GameManager,LbKeep,?,"""Number of game saves to keep when you Reduce NWN game saves""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,SplitterLine4,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameManager,LpUsedSpace,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManager,LbSaves,?,"""Space used:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbSavesSpace,?,"""2.3 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbArchives,?,"""Archives:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbArchivesSpace,?,"""6.4 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbTotal,?,"""Total:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",comment,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,matched in comment/docstring
GameManager,LbTotalSpace,?,"""8.7 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbBackups,?,"""Backups:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbBackupsSpace,?,"""2.3 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbAllArchives,?,"""All Archives:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbAllArchivesSpace,?,"""6.4 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbGrandTotal,?,"""Grand Total:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,LbGrandTotalSpace,?,"""8.7 GB""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManager,ColumnHeader1,?,"""Game Saves""",,,,none,,GAP?,
GameManager,ToolStripSeparator1,ToolStripSeparator,,,,,none,,GAP?,
GameManager,ToolStripSeparator3,ToolStripSeparator,,,,,none,,GAP?,
GameManager,ImCheckBoxes,ImageList,,,,,none,,GAP?,
GameManager,CmActions,ContextMenuStrip,,,,,none,,GAP?,
GameManager,ImGameSaves,ImageList,,,,,none,,GAP?,
GameManager,CmSaves,ContextMenuStrip,,,,,none,,GAP?,
GameManagerRestore,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManagerRestore,LpArchiveList,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManagerRestore,FvRanges,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManagerRestore,ChGameName,?,"""Game Name""",,,,none,,GAP?,
GameManagerRestore,FvGameSaves,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManagerRestore,ChRange,?,"""Game Save Range""",,,,none,,GAP?,
GameManagerRestore,CmCharacterSummary,?,"""Display Character Summary""",,,,none,,GAP?,
GameManagerRestore,CmOpen,?,"""Open with File Explorer""",,,,none,,GAP?,
GameManagerRestore,SplitterLine1,?,,,,,none,,GAP?,
GameManagerRestore,LbGameName,?,"""Game Name""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManagerRestore,LbRange,?,"""Game Save Range""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManagerRestore,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameManagerRestore,BtRestore,?,"""Restore""",,,,none,,GAP?,
GameManagerRestore,BtClose,?,"""Close""",,,,none,,GAP?,
GameManagerRestore,LbLocationHdg,?,"""Location:""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManagerRestore,LbLocation,?,"""The mist room""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameManagerRestore,BtDelete,?,"""Delete""",,,,none,,GAP?,
GameManagerRestore,SplitterLine2,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameManagerRestore,TsActions,?,"""ToolStrip1""",,System.Windows.Forms.DockStyle.None,System.Windows.Forms.AnchorStyles.Right,none,,GAP?,
GameManagerRestore,TsCharacterSummary,?,"""ToolStripButton1""",,,,none,,GAP?,
GameManagerRestore,TsOpen,?,"""ToolStripButton1""",,,,none,,GAP?,
GameManagerRestore,ImRange,ImageList,,,,,none,,GAP?,
GameManagerRestore,ImGameSaves,ImageList,,,,,none,,GAP?,
GameManagerRestore,CmSaves,ContextMenuStrip,,,,,none,,GAP?,
GameSavesPathDialogue,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameSavesPathDialogue,LpPathText,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameSavesPathDialogue,LbGameSaves,?,"""Game Saves:""",System.Drawing.ContentAlignment.TopRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameSavesPathDialogue,TxGameSaves,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
GameSavesPathDialogue,BuBrowse,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
GameSavesPathDialogue,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameSavesPathDialogue,BtSave,?,"""Save""",,,,strong,vaultkeeper/ui/dialogs/wizard_builder.py,AUTO-PORTED,
GameSavesPathDialogue,BtCancel,?,"""Cancel""",,,,none,,GAP?,
GameSavesPathDialogue,LvGameSaves,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
GameSavesPathDialogue,ChGameSaves,?,"""Game Save Folders""",,,,none,,GAP?,
GameSavesPathDialogue,ChSaves,?,"""Saves""",,,,none,,GAP?,
GameSavesPathDialogue,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameSavesPathDialogue,SplitterLine2,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
GameSavesPathDialogue,LbHelp,?,"resources.GetString(""LbHelp.Text"")",,,,none,,GAP?,
GameSavesPathDialogue,LbHelpHdg,?,"""Information""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
HakPatchEditor,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,LpMainHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,PicHakEditor,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,LbHakEditor,?,"""Define the order in which hak patch files are applied. You only need to change th"" &",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
HakPatchEditor,BhHelp,?,,,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
HakPatchEditor,LvPatchList,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,ColumnHeaderPlus1,?,"""Hak Patch Files""",,,,none,,GAP?,
HakPatchEditor,CmMoveUp,?,"""Move Up""",,,,none,,GAP?,
HakPatchEditor,CmMoveDown,?,"""Move Down""",,,,none,,GAP?,
HakPatchEditor,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,BtSave,?,"""Save""",,,System.Windows.Forms.AnchorStyles.Left,strong,vaultkeeper/ui/dialogs/wizard_builder.py,AUTO-PORTED,
HakPatchEditor,BtCancel,?,"""Cancel""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
HakPatchEditor,MiStatus,?,"""Information""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
HakPatchEditor,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
HakPatchEditor,LpMenu,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
HakPatchEditor,LbRegistered,?,"""Registered Patch Hak Files""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
HakPatchEditor,MsMain,?,"""MenuStrip1""",,,,none,,GAP?,
HakPatchEditor,MsMoveDown,?,,System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
HakPatchEditor,MsMoveUp,?,,System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
HakPatchEditor,CmHakPriority,ContextMenuStrip,,,,,none,,GAP?,
InstallationAnalyser,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,LpMainHeading,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,PicAnalyser,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,LbAnalyser,?,"""View information about the folders and files in your profile's Neverwinter Nights"" &",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
InstallationAnalyser,BhInstallationAnalyser,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,strong,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
InstallationAnalyser,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,BtClose,?,"""&Close""",,,,none,,GAP?,
InstallationAnalyser,BtRefresh,?,"""&Refresh""",,,,strong,vaultkeeper/ui/dialogs/workshop_viewer.py,AUTO-PORTED,
InstallationAnalyser,TsInfo,?,"""ToolStrip1""",,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,LbTotal,?,"""NWN:""",,,,comment,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,matched in comment/docstring
InstallationAnalyser,LbTotalSize,?,"""238 GB""",,,,strong,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
InstallationAnalyser,LbFilesInFolder,?,"""Override Files:""",,,,none,,GAP?,
InstallationAnalyser,LbFileCount,?,"""100""",,,,none,,GAP?,
InstallationAnalyser,MiDetails,?,"""Info""",,,,none,,GAP?,
InstallationAnalyser,TsMiniDumpInfo,?,,System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
InstallationAnalyser,BtSelect,?,"""&Select""",,,,none,,GAP?,
InstallationAnalyser,BtConvert,?,"""C&onverted""",,,,none,,GAP?,
InstallationAnalyser,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
InstallationAnalyser,LpAnalyserLists,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,LvFolders,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
InstallationAnalyser,ChFolders,?,"""NWN Folders""",,,,none,,GAP?,
InstallationAnalyser,CmOpenFolder,?,"""Open Folder""",,,,none,,GAP?,
InstallationAnalyser,CmProperties,?,"""Properties""",,,,none,,GAP?,
InstallationAnalyser,CmCharacterSummary,?,"""Display Character Summary""",,,,none,,GAP?,
InstallationAnalyser,LvFiles,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
InstallationAnalyser,ChFileName,?,"""File Name""",,,,none,,GAP?,
InstallationAnalyser,ChSource,?,"""Installation Source""",,,,none,,GAP?,
InstallationAnalyser,SplitterLine2,?,,,,,none,,GAP?,
InstallationAnalyser,LbFolders,?,"""NWN Folders""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
InstallationAnalyser,LpFilesHeader,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationAnalyser,LbFileName,?,"""File Name""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
InstallationAnalyser,LbInstallationSource,?,"""Installation Source""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
InstallationAnalyser,SplitterLine3,?,,,,,none,,GAP?,
InstallationAnalyser,ToolStripSeparator1,ToolStripSeparator,,,,,none,,GAP?,
InstallationAnalyser,SsFileSize,ToolStripSeparator,,,,,none,,GAP?,
InstallationAnalyser,CmAnalyser,ContextMenuStrip,,,,,none,,GAP?,
InstallationAnalyser,TtAnalyser,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
InstallationManagerEditor,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
InstallationManagerEditor,LpMainHeading,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
