file,type,member,kind,handles,vb_ref,match,port_hint,status,notes
CreateNwnFolder.vb,CreateNwnFolder,CreateFolder,Function,,CreateNwnFolder.vb:518,none,,Ported,"port view/domain layer (details/contents/status/paste/recent/profile views, hak-patch, play-data viewer, find-files, conflicts, workshop, publish)."
CreateNwnFolder.vb,CreateNwnFolder,BtCancel_Click,Sub,BtCancel.Click,CreateNwnFolder.vb:595,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
CreateNwnFolder.vb,CreateNwnFolder,WndProc,Sub,,CreateNwnFolder.vb:612,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CreateNwnFolder.vb,CreateNwnFolder,ProcessCmdKey,Function,,CreateNwnFolder.vb:644,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,InfoFile,Property,,DailyPlayTimeInfo.vb:31,strong,vaultkeeper/game/start_screen.py,AUTO-PORTED,
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,New,Sub,,DailyPlayTimeInfo.vb:48,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,New,Sub,,DailyPlayTimeInfo.vb:60,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,TodaysTime,Sub,,DailyPlayTimeInfo.vb:89,none,,GAP?,
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,NitStartUp,Sub,,DailyPlayTimeInfo.vb:109,none,,GAP?,
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,DailyAverage,Function,,DailyPlayTimeInfo.vb:128,none,,GAP?,
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,Save,Sub,,DailyPlayTimeInfo.vb:164,strong,vaultkeeper/config/settings.py | vaultkeeper/core/change_data.py | vaultkeeper/core/install_manager.py,AUTO-PORTED,
DailyPlayTimeInfo.vb,DailyPlayTimeInfo,GetDailyPlayInfo,Function,,DailyPlayTimeInfo.vb:185,none,,GAP?,
Defs.vb,Defs,StartupType,Property,,Defs.vb:477,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,DefaultWebMenu,Property,,Defs.vb:691,strong,vaultkeeper/config/settings.py,AUTO-PORTED,
Defs.vb,Defs,SuppressGotFocus,Property,,Defs.vb:753,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ValidateOnActivate,Property,,Defs.vb:761,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,MissingModFiles,Property,,Defs.vb:793,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,LastFocusedControl,Property,,Defs.vb:799,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ModImportAction,Property,,Defs.vb:861,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,CancelMode,Property,,Defs.vb:877,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,DevUser,Property,,Defs.vb:898,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,FsDisplayErrorMessages,Property,,Defs.vb:906,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,BehaviourInstallerInstall,Property,,Defs.vb:924,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,CharRestorerPrefix,Property,,Defs.vb:932,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,ScreenImageCrop,Property,,Defs.vb:946,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,GroupUserData,TotalMods,Property,,Defs.vb:965,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
Defs.vb,GroupUserData,InstalledMods,Property,,Defs.vb:970,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,
Defs.vb,GroupUserData,New,Sub,,Defs.vb:975,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
Defs.vb,GroupUserData,New,Sub,,Defs.vb:984,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
Defs.vb,Defs,TitleInfo,Property,,Defs.vb:1001,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,PlayedTodayText,Function,,Defs.vb:1113,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,DrawingEnabled,Property,,Defs.vb:1135,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,CancelImage,Property,,Defs.vb:1162,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,EditionName,Property,,Defs.vb:1186,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,EditionFull,Property,,Defs.vb:1203,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,EditionStd,Property,,Defs.vb:1220,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,EditionShort,Property,,Defs.vb:1237,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,EditionShorter,Property,,Defs.vb:1254,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,LoadingProfile,Property,,Defs.vb:1275,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,OpenAndSaveSettings,Property,,Defs.vb:1300,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ForceAskEachTime,Property,,Defs.vb:1309,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ModDownloaded,Property,,Defs.vb:1319,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,DownloadedNitFile,Property,,Defs.vb:1330,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,ForceNitUpdate,Property,,Defs.vb:1339,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,NwnEngineLog,Property,,Defs.vb:1348,comment,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py | vaultkeeper/ui/ribbon.py,AUTO-PORTED,matched in comment/docstring
Defs.vb,Defs,DefaultGroupName,Property,,Defs.vb:1361,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,ModWebPage,Property,,Defs.vb:1385,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,HelpLayoutWindows,Property,,Defs.vb:1416,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,HelpLayoutPanels,Property,,Defs.vb:1428,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ConfirmDeleteOperationText,Property,,Defs.vb:1441,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,SteamWorkshopUrl,Property,,Defs.vb:1459,strong,vaultkeeper/game/workshop.py,AUTO-PORTED,
Defs.vb,Defs,ExportedModsCount,Property,,Defs.vb:1472,none,,Deferred,shared-store sync / auto-config-restorers / run-menu / auto-update / patch-import.
Defs.vb,Defs,ProgressBarPrefs,Property,,Defs.vb:1492,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ToolTipTextAppearance,Property,,Defs.vb:1515,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,DefaultToolTipPlus,Function,,Defs.vb:1539,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,DefaultToolTipPlus,Function,,Defs.vb:1556,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,SaveCopiesPerByte,Sub,,Defs.vb:1574,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ZipExeOption,Function,,Defs.vb:1598,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,ZipExeOption,Function,,Defs.vb:1609,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,SaveColourSettings,Function,,Defs.vb:1626,strong,vaultkeeper/config/settings.py,AUTO-PORTED,
Defs.vb,Defs,TgaToBitmap,Function,,Defs.vb:1693,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,IsNotPortraitFile,Function,,Defs.vb:1743,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,GetLocationInGameSave,Function,,Defs.vb:1768,strong,vaultkeeper/game/game_saves.py,AUTO-PORTED,
Defs.vb,Defs,ModHasWizard,Function,,Defs.vb:1796,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,GetFilteredSkills,Function,,Defs.vb:1831,none,,Ported,confirmed in port (install/uninstall/deps/erf/leto/editions/tga/skills/playdata/theme).
Defs.vb,Defs,ReadCrashReportFiles,Function,,Defs.vb:1845,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
Defs.vb,Defs,SaveCrashReportFiles,Sub,,Defs.vb:1860,none,,Divergence,WinForms UI-state/lifecycle/version/image-editor/crash glue; not applicable in Qt.
DependencyManager.vb,DependencyManager,ExplanationText,Property,,DependencyManager.vb:25,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,ShowDialog,Function,,DependencyManager.vb:80,strong,vaultkeeper/ui/dialogs/about.py | vaultkeeper/ui/dialogs/classes_skills_feats.py | vaultkeeper/ui/main_window.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DependencyManager.vb,DependencyManager,DependencyManager_Load,Sub,MyBase.Load,DependencyManager.vb:99,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,DependencyManager_Shown,Sub,Me.Shown,DependencyManager.vb:180,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,BhDependencyManager_Click,Sub,BhDependencyManager.Click,DependencyManager.vb:196,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,TsModDependenciesReport_Click,Sub,TsModDependenciesReport.Click,DependencyManager.vb:204,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,BtAuto_Click,Sub,BtAuto.Click,DependencyManager.vb:231,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,BtSave_Click,Sub,BtSave.Click,DependencyManager.vb:244,strong,vaultkeeper/ui/controller.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DependencyManager.vb,DependencyManager,LvGroups_SelectedIndexChanged,Sub,LvGroups.SelectedIndexChanged,DependencyManager.vb:290,none,,Deferred,installation-SETS/checkpoints editor (dead MsInstallationManager) + nwm-convert + crash-dump.
DependencyManager.vb,DependencyManager,LvMods_RetrieveVirtualItem,Sub,LvMods.RetrieveVirtualItem,DependencyManager.vb:320,none,,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
DependencyManager.vb,DependencyManager,LvMods_ItemClicked,Sub,LvMods.ItemClicked,DependencyManager.vb:336,none,,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
DependencyManager.vb,DependencyManager,LvDependencies_RetrieveVirtualItem,Sub,LvDependencies.RetrieveVirtualItem,DependencyManager.vb:439,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,LvDependencies_ItemClicked,Sub,LvDependencies.ItemClicked,DependencyManager.vb:453,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
DependencyManager.vb,DependencyManager,KeepSelected,Sub,,DependencyManager.vb:532,none,,Deferred,installation-SETS/checkpoints editor (dead MsInstallationManager) + nwm-convert + crash-dump.
DocOrganiser.DocInfo.vb,DocInfo,Qualifier,Property,,DocOrganiser.DocInfo.vb:28,strong,vaultkeeper/core/file_key.py | vaultkeeper/game/documentation.py | vaultkeeper/game/wizard.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,VersionlessQualifier,Property,,DocOrganiser.DocInfo.vb:33,strong,vaultkeeper/game/documentation.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,DocName,Property,,DocOrganiser.DocInfo.vb:38,strong,vaultkeeper/game/documentation.py | vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/doc_organiser.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,FileName,Property,,DocOrganiser.DocInfo.vb:43,strong,vaultkeeper/core/constants.py | vaultkeeper/core/file_key.py | vaultkeeper/core/formats/erf_reader.py,Divergence,WinForms lifecycle/event/virtual-list/background-worker/mouse-hover plumbing.
DocOrganiser.DocInfo.vb,DocInfo,Checksum,Property,,DocOrganiser.DocInfo.vb:48,strong,vaultkeeper/core/change_data.py | vaultkeeper/core/hak_patch.py | vaultkeeper/core/profile_data.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,Copy,Property,,DocOrganiser.DocInfo.vb:54,strong,vaultkeeper/core/crc.py | vaultkeeper/core/file_data.py | vaultkeeper/core/file_ops.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,NameMatch,Property,,DocOrganiser.DocInfo.vb:60,strong,vaultkeeper/game/documentation.py | vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/doc_organiser.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,New,Sub,,DocOrganiser.DocInfo.vb:68,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
DocOrganiser.DocInfo.vb,DocInfo,New,Sub,,DocOrganiser.DocInfo.vb:80,strong,vaultkeeper/core/hak_patch.py | vaultkeeper/core/mapper.py | vaultkeeper/core/name_edit.py,N/A,framework/designer-generated
DocOrganiser.DocInfo.vb,DocInfo,RemoveVersionText,Function,,DocOrganiser.DocInfo.vb:137,strong,vaultkeeper/game/documentation.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,IsVersionNumber,Function,,DocOrganiser.DocInfo.vb:155,strong,vaultkeeper/game/documentation.py,AUTO-PORTED,
DocOrganiser.DocInfo.vb,DocInfo,Clone,Function,,DocOrganiser.DocInfo.vb:164,strong,vaultkeeper/core/change_data.py | vaultkeeper/core/file_data.py | vaultkeeper/core/mod_data.py,N/A,framework/designer-generated
DocOrganiser.ProcessDocs.vb,DocOrganiser,BgProcessDocs_DoWork,Sub,BgProcessDocs.DoWork,DocOrganiser.ProcessDocs.vb:27,strong,vaultkeeper/game/documentation.py,AUTO-PORTED,
DocOrganiser.ProcessDocs.vb,DocOrganiser,GetDocFile,Function,,DocOrganiser.ProcessDocs.vb:128,strong,vaultkeeper/game/documentation.py,AUTO-PORTED,
DocOrganiser.ProcessDocs.vb,DocOrganiser,BgProcessDocs_ProgressChanged,Sub,BgProcessDocs.ProgressChanged,DocOrganiser.ProcessDocs.vb:157,none,,GAP?,
DocOrganiser.ProcessDocs.vb,DocOrganiser,BgProcessDocs_RunWorkerCompleted,Sub,BgProcessDocs.RunWorkerCompleted,DocOrganiser.ProcessDocs.vb:197,none,,GAP?,
DocOrganiser.ProcessDocs.vb,DocOrganiser,RestoreDocInfo,Sub,,DocOrganiser.ProcessDocs.vb:315,none,,GAP?,
DocOrganiser.vb,DocOrganiser,ModCount,Property,,DocOrganiser.vb:27,comment,vaultkeeper/ui/main_window.py | vaultkeeper/ui/status_bar.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,DocumentsCopied,Property,,DocOrganiser.vb:32,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,CopyErrors,Property,,DocOrganiser.vb:37,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,CloseIfNoDocuments,Property,,DocOrganiser.vb:43,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,InfoText,Property,,DocOrganiser.vb:50,strong,vaultkeeper/ui/controller.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,FilesToCopy,Property,,DocOrganiser.vb:155,strong,vaultkeeper/ui/controller.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,Copied,Property,,DocOrganiser.vb:174,strong,vaultkeeper/core/constants.py | vaultkeeper/game/documentation.py | vaultkeeper/game/installer_build.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,Loading,Property,,DocOrganiser.vb:204,strong,vaultkeeper/game/client_log.py | vaultkeeper/game/game_mapper.py,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,ModsToProcess,Property,,DocOrganiser.vb:226,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,DisplayCounts,Property,,DocOrganiser.vb:253,strong,vaultkeeper/ui/dialogs/create_missing_installers.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,DisabledItemColour,Property,,DocOrganiser.vb:266,strong,vaultkeeper/ui/dialogs/doc_organiser.py,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,DocManager_Load,Sub,MyBase.Load,DocOrganiser.vb:291,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,DocManager_Shown,Sub,Me.Shown,DocOrganiser.vb:345,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,DocOrganiser_FormClosing,Sub,Me.FormClosing,DocOrganiser.vb:371,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,BtCopy_Click,Sub,BtCopy.Click,DocOrganiser.vb:398,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/doc_organiser.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,BtNext_Click,Sub,BtNext.Click,DocOrganiser.vb:449,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,BhDocManager_Click,Sub,BhDocManager.Click,DocOrganiser.vb:467,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,CmVersion_Click,Sub,"CmVersion.Click, TsVersion.Click",DocOrganiser.vb:476,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,SetVersionMenuItem,Sub,,DocOrganiser.vb:496,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,CmRename_Click,Sub,"CmRename.Click, TsRename.Click",DocOrganiser.vb:509,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,ValidateName,Function,,DocOrganiser.vb:533,strong,vaultkeeper/core/name_edit.py | vaultkeeper/game/start_screen.py | vaultkeeper/ui/controller.py,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
DocOrganiser.vb,DocOrganiser,CmRenameTo_Click,Sub,,DocOrganiser.vb:567,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,SetRenameTo,Sub,,DocOrganiser.vb:586,strong,vaultkeeper/ui/dialogs/doc_organiser.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,CmProperties_Click,Sub,"CmProperties.Click, TsProperties.Click",DocOrganiser.vb:618,none,,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
DocOrganiser.vb,DocOrganiser,CmReset_Click,Sub,"CmReset.Click, TsReset.Click",DocOrganiser.vb:633,none,,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
DocOrganiser.vb,DocOrganiser,TsUncheck_Click,Sub,TsUncheck.Click,DocOrganiser.vb:644,strong,vaultkeeper/ui/dialogs/doc_organiser.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,LvDocs_SelectedIndexChanged,Sub,LvDocs.SelectedIndexChanged,DocOrganiser.vb:660,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,LvContents_SelectedIndexChanged,Sub,LvContents.SelectedIndexChanged,DocOrganiser.vb:681,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,LvDocs_ItemCheck,Sub,LvDocs.ItemCheck,DocOrganiser.vb:700,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,Lv_ItemClicked,Sub,"LvDocs.ItemClicked, LvContents.ItemClicked",DocOrganiser.vb:718,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
DocOrganiser.vb,DocOrganiser,Lv_GotFocus,Sub,"LvDocs.GotFocus, LvContents.GotFocus",DocOrganiser.vb:737,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,Rt_MouseMove,Sub,"RtfDoc.MouseMove, RtfContents.MouseMove",DocOrganiser.vb:758,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,Rt_MouseClick,Sub,"RtfDoc.MouseClick, RtfContents.MouseClick",DocOrganiser.vb:789,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,DisplayFile,Function,,DocOrganiser.vb:826,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/dialogs/doc_organiser.py,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
DocOrganiser.vb,DocOrganiser,SetTextColour,Sub,,DocOrganiser.vb:866,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
DocOrganiser.vb,DocOrganiser,LoadRichText,Sub,,DocOrganiser.vb:887,none,,Ported,DocOrganiser/ModPlayViewer/WizardBuilder core report/view/save logic (subagent+orchestrator).
